what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710257350
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710329396
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710345903
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710345928
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710347050
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710347053
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710355357
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710355381
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710357191
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710362941
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710367309
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710367334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710373285
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710415830
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1417710419636
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710427722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710429336
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417710429343
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710443462
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710459827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1417710459845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710470981
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1417710476535
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1417710476555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417710476816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710478432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710479517
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1417710492748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710493503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710517569
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1417710520904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1417710527489
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1417710528838
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710529024
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417710536606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710540934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710781573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710782158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710783091
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710784145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710873188
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710875436
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417710935145
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417710943739
