what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417652644029
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417652724130
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417652795569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652798076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652800933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652801690
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652861162
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652862782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652863644
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652872317
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417652948070
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417652950330
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417652977233
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1417652989301
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1417653003587
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417653005324
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417653010526
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417653011820
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417653031694
